Id,Name,FreeeInvoiceId__c,BillingDate__c,InvoiceAmount__c,ImportStatus__c,ValidationMessage__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c
a0FRB00000WjSKZ2A3,MFIW-000235,58573626,2026-05-20,8800,反映済み,,001RB00001br9KSYAY,a04RB00000n5JdtYAE,a0BRB000012EChm2AG,a00RB00002B4i3nYAB
a0FRB00000WjSKa2AN,MFIW-000236,58573627,2026-05-20,12100,反映済み,,001RB00001br9KgYAI,a04RB00000n5JdiYAE,a0BRB000012EChn2AG,a00RB00002B4i3oYAB
a0FRB00000WjTBV2A3,MFIW-000237,58573629,2026-05-20,48400,反映済み,,001RB00001br9KfYAI,a04RB00000n5JdjYAE,a0BRB000012ECho2AG,a00RB00002B4i3pYAB
a0FRB00000WjTBW2A3,MFIW-000238,58573631,2026-05-20,8800,反映済み,,001RB00001br9KNYAY,a04RB00000n5JdkYAE,a0BRB000012EChp2AG,a00RB00002B4i3qYAB
a0FRB00000WjTBX2A3,MFIW-000239,58573632,2026-05-20,60500,反映済み,,001RB00001VTqkQYAT,a04RB00000n5Je1YAE,a0BRB000012EChq2AG,a00RB00002B4i3rYAB
a0FRB00000WjTBY2A3,MFIW-000240,58573634,2026-05-20,8800,反映済み,,001RB00001VTqbbYAD,a04RB00000kUAOFYA4,a0BRB00000ynb6A2AQ,a00RB00002Am2AxYAJ
a0FRB00000WjTBZ2A3,MFIW-000241,58573635,2026-05-20,60500,反映済み,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,a00RB000027lnMrYAI
a0FRB00000WjTBa2AN,MFIW-000242,58573637,2026-05-20,8800,反映済み,,001RB00001VTqU3YAL,a04RB00000kUAO7YAO,a0BRB00000ynb622AA,a00RB00002Am2AyYAJ
a0FRB00000WjTBb2AN,MFIW-000243,58573639,2026-05-20,17600,反映済み,,001RB00001VTCYFYA5,a04RB00000kUAO2YAO,a0BRB00000ynb5x2AA,a00RB00002Am2AzYAJ
a0FRB00000WjTBc2AN,MFIW-000244,58573640,2026-05-20,60500,反映済み,,001RB00001VTCYGYA5,a04RB00000kUAO1YAO,a0BRB00000ynb5w2AA,a00RB00002Am2B0YAJ
a0FRB00000WjTBd2AN,MFIW-000245,58573642,2026-05-20,8800,反映済み,,001RB00001br9KLYAY,a04RB00000n5JdlYAE,a0BRB000012EChr2AG,a00RB00002B4i3sYAB
a0FRB00000WjTBe2AN,MFIW-000246,58573644,2026-05-20,8800,反映済み,,001RB00001VTqUoYAL,a04RB00000kUANwYAO,a0BRB00000ynb5r2AA,a00RB00002Am2B1YAJ
a0FRB00000WjTBf2AN,MFIW-000247,58573647,2026-05-20,8800,反映済み,,001RB00001VTCYwYAP,a04RB00000n5Je2YAE,a0BRB000012EChs2AG,a00RB00002B4i3tYAB
a0FRB00000WjTBh2AN,MFIW-000249,58573650,2026-05-20,8800,反映済み,,001RB00001VTqlOYAT,a04RB00000kUANmYAO,a0BRB00000ynb5h2AA,a00RB00002Am2B2YAJ
a0FRB00000WjTBi2AN,MFIW-000250,58573652,2026-05-20,12100,反映済み,,001RB00001VTrs0YAD,a04RB00000kUANgYAO,a0BRB00000ynb5b2AA,a00RB00002Am2B3YAJ
a0FRB00000WjTBj2AN,MFIW-000251,58573654,2026-05-20,60500,反映済み,,001RB00001VTrmnYAD,a04RB00000kUAO0YAO,a0BRB00000ynb5v2AA,a00RB00002Am2B4YAJ
a0FRB00000WjTBk2AN,MFIW-000252,58573656,2026-05-20,12100,反映済み,,001RB00001VTqZWYA1,a04RB00000kUAPjYAO,a0BRB00000ynn5b2AA,a00RB00002B0dy6YAB
a0FRB00000WjTBl2AN,MFIW-000253,58573658,2026-05-20,12100,反映済み,,001RB00001VTqnbYAD,a04RB00000kUAQ2YAO,a0BRB00000ynn5u2AA,a00RB00002AyE6EYAV
a0FRB00000WjTBm2AN,MFIW-000254,58573661,2026-05-20,12100,反映済み,,001RB00001VTqnHYAT,a04RB00000kUAQ3YAO,a0BRB00000ynn5v2AA,a00RB00002AyE6FYAV
a0FRB00000WjTBn2AN,MFIW-000255,58573663,2026-05-20,8800,反映済み,,001RB00001br9KQYAY,a04RB00000n5JdnYAE,a0BRB000012ECht2AG,a00RB00002B4i3uYAB
a0FRB00000WjTBo2AN,MFIW-000256,58573666,2026-05-20,60500,反映済み,,001RB00001VTqmBYAT,a04RB00000kUAORYA4,a0BRB00000ynb6M2AQ,a00RB00002Am2B5YAJ
a0FRB00000WjTmb2AF,MFIW-000257,58573667,2026-05-20,8800,反映済み,,001RB00001br9KOYAY,a04RB00000n5JdoYAE,a0BRB000012EChu2AG,a00RB00002B4i3vYAB
a0FRB00000WjTmc2AF,MFIW-000258,58573670,2026-05-20,60500,反映済み,,001RB00001VTqbqYAD,a04RB00000kUAQ6YAO,a0BRB00000ynn5y2AA,a00RB00002Am2B6YAJ
a0FRB00000WjTmd2AF,MFIW-000259,58690508,2026-05-20,42240,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLDYAZ
a0FRB00000WjTme2AF,MFIW-000260,58690758,2026-05-20,14080,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLEYAZ
a0FRB00000WjTmf2AF,MFIW-000261,58691585,2026-05-20,52800,反映済み,,001RB00001VcyFPYAZ,a04RB00000n5Je3YAE,a0BRB000012EChv2AG,a00RB00002B4i3wYAB
a0FRB00000WjTmg2AF,MFIW-000262,58708849,2026-05-20,17600,反映済み,,001RB00001br9KdYAI,a04RB00000n5JduYAE,a0BRB000012EChw2AG,a00RB00002B4i3xYAB
a0FRB00000WjTmh2AF,MFIW-000263,58709445,2026-05-20,17600,反映済み,,001RB00001VTqf7YAD,a04RB00000kUAOjYAO,a0BRB00000ynb6e2AA,a00RB00002Am2B7YAJ
a0FRB00000WjTmi2AF,MFIW-000264,58709686,2026-05-20,1848000,反映済み,,001RB00001VTrnKYAT,a04RB00000kUAOqYAO,a0BRB00000ynb6l2AA,a00RB00002B5oLFYAZ
a0FRB00000WjTmj2AF,MFIW-000265,58710933,2026-05-20,198000,反映済み,,001RB00001VTCYEYA5,a04RB00000n5JdvYAE,a0BRB000012EChx2AG,a00RB00002B4i3yYAB
a0FRB00000WjTmk2AF,MFIW-000266,58711258,2026-05-20,8800,反映済み,,001RB00001VTrqdYAD,a04RB00000kUAP7YAO,a0BRB00000ynb722AA,a00RB00002Am2B8YAJ
a0FRB00000WjTmm2AF,MFIW-000268,58712318,2026-05-20,105600,反映済み,,001RB00001VTrmvYAD,a04RB00000kUAPGYA4,a0BRB00000ynn572AA,a00RB00002B5oLGYAZ
a0FRB00000WjTmn2AF,MFIW-000269,58712978,2026-05-20,8800,反映済み,,001RB00001VTro2YAD,a04RB00000kUAPHYA4,a0BRB00000ynn582AA,a00RB00002Am2B9YAJ
a0FRB00000WjTmo2AF,MFIW-000270,62350333,2026-05-18,35200,反映済み,,001RB00001VTCZZYA5,a04RB00000kUAPIYA4,a0BRB00000ynn592AA,a00RB00002Am2BAYAZ
a0FRB00000Wjfvp2AB,MFIW-000293,56527528,2026-04-20,12100,反映済み,,001RB00001VTtIXYA1,a04RB00000kUAPlYAO,a0BRB00000ynn5d2AA,a00RB00002AyetfYAB
a0FRB00000Wjfvq2AB,MFIW-000294,56527529,2026-04-20,60500,反映済み,,001RB00001VTtIWYA1,a04RB00000kUAPiYAO,a0BRB0000124juY2AQ,a00RB00002Am2BBYAZ
a0FRB00000Wjfvr2AB,MFIW-000295,56527531,2026-04-20,12100,反映済み,,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,a00RB00002BZaqtYAD
a0FRB00000Wjfvs2AB,MFIW-000296,56527532,2026-04-20,175450,反映済み,,001RB00001VTtIUYA1,a04RB00000kUAPdYAO,a0BRB00000ynn5V2AQ,a00RB00002B5oLHYAZ
a0FRB00000Wjfvt2AB,MFIW-000297,56527533,2026-04-20,36300,反映済み,,001RB00001VTqaGYAT,a04RB00000kUAPbYAO,a0BRB00000ynn5T2AQ,a00RB00002AyE6GYAV
a0FRB00000Wjfvu2AB,MFIW-000298,56527535,2026-04-20,12100,反映済み,,001RB00001VTqZVYA1,a04RB00000kUAPXYA4,a0BRB00000ynn5P2AQ,a00RB00002AyetgYAB
a0FRB00000Wjfvv2AB,MFIW-000299,56527536,2026-04-20,12100,反映済み,,001RB00001VTCYzYAP,a04RB00000kUAPWYA4,a0BRB00000ynn5O2AQ,a00RB00002B5xxnYAB
a0FRB00000Wjfvw2AB,MFIW-000300,56527537,2026-04-20,12100,反映済み,,001RB00001VTqZpYAL,a04RB00000kUAPVYA4,a0BRB00000ynn5N2AQ,a00RB00002AyethYAB
a0FRB00000Wjfvx2AB,MFIW-000301,56527538,2026-04-20,8800,反映済み,,001RB00001br9KSYAY,a04RB00000n5JdtYAE,a0BRB000012EChy2AG,a00RB00002B4i3zYAB
a0FRB00000Wjfvy2AB,MFIW-000302,56527539,2026-04-20,12100,反映済み,,001RB00001br9KgYAI,a04RB00000n5JdiYAE,a0BRB000012EChz2AG,a00RB00002B4i40YAB
a0FRB00000Wjfvz2AB,MFIW-000303,56527540,2026-04-20,48400,反映済み,,001RB00001br9KfYAI,a04RB00000n5JdjYAE,a0BRB000012ECi02AG,a00RB00002B4i41YAB
a0FRB00000Wjfw02AB,MFIW-000304,56527541,2026-04-20,8800,反映済み,,001RB00001br9KNYAY,a04RB00000n5JdkYAE,a0BRB000012ECi12AG,a00RB00002B4i42YAB
a0FRB00000Wjfw12AB,MFIW-000305,56527544,2026-04-20,60500,反映済み,,001RB00001VTqkQYAT,a04RB00000n5Je1YAE,a0BRB000012ECi22AG,a00RB00002B4i43YAB
a0FRB00000Wjfw22AB,MFIW-000306,56527545,2026-04-20,8800,反映済み,,001RB00001VTqbbYAD,a04RB00000kUAOFYA4,a0BRB00000ynb6A2AQ,a00RB00002Am2BCYAZ
a0FRB00000Wjfw32AB,MFIW-000307,56527546,2026-04-20,60500,反映済み,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,a00RB000027lnMsYAI
a0FRB00000Wjfw42AB,MFIW-000308,56527548,2026-04-20,8800,反映済み,,001RB00001VTqU3YAL,a04RB00000kUAO7YAO,a0BRB00000ynb622AA,a00RB00002Am2BDYAZ
a0FRB00000Wjfw52AB,MFIW-000309,56527550,2026-04-20,17600,反映済み,,001RB00001VTCYFYA5,a04RB00000kUAO2YAO,a0BRB00000ynb5x2AA,a00RB00002Am2BEYAZ
a0FRB00000Wjfw62AB,MFIW-000310,56527551,2026-04-20,60500,反映済み,,001RB00001VTCYGYA5,a04RB00000kUAO1YAO,a0BRB00000ynb5w2AA,a00RB00002Am2BFYAZ
a0FRB00000Wjfw72AB,MFIW-000311,56527552,2026-04-20,8800,反映済み,,001RB00001br9KLYAY,a04RB00000n5JdlYAE,a0BRB000012ECi32AG,a00RB00002B4i44YAB
a0FRB00000Wjfw82AB,MFIW-000312,56527553,2026-04-20,8800,反映済み,,001RB00001VTqUoYAL,a04RB00000kUANwYAO,a0BRB00000ynb5r2AA,a00RB00002Am2BGYAZ
a0FRB00000WjhrB2AR,MFIW-000353,54153856,2026-03-20,60500,反映済み,,001RB00001VTCYGYA5,a04RB00000kUAO1YAO,a0BRB00000ynb5w2AA,a00RB00002Am2BHYAZ
a0FRB00000WjhrC2AR,MFIW-000354,54153857,2026-03-20,8800,反映済み,,001RB00001br9KLYAY,a04RB00000n5JdlYAE,a0BRB000012ECi42AG,a00RB00002B4i45YAB
a0FRB00000WjhrD2AR,MFIW-000355,54153858,2026-03-20,8800,反映済み,,001RB00001VTqUoYAL,a04RB00000kUANwYAO,a0BRB00000ynb5r2AA,a00RB00002Am2BIYAZ
a0FRB00000WjhrE2AR,MFIW-000356,54153860,2026-03-20,8800,反映済み,,001RB00001VTCYwYAP,a04RB00000n5Je2YAE,a0BRB000012ECi52AG,a00RB00002B4i46YAB
a0FRB00000WjhrG2AR,MFIW-000358,54153862,2026-03-20,8800,反映済み,,001RB00001VTqlOYAT,a04RB00000kUANmYAO,a0BRB00000ynb5h2AA,a00RB00002Am2BJYAZ
a0FRB00000WjhrH2AR,MFIW-000359,54153863,2026-03-20,60500,反映済み,,001RB00001VTCYmYAP,a04RB00000kUANjYAO,a0BRB00000ynb5e2AA,a00RB00002B5oLIYAZ
a0FRB00000WjhrI2AR,MFIW-000360,54153865,2026-03-20,12100,反映済み,,001RB00001VTrs0YAD,a04RB00000kUANgYAO,a0BRB00000ynb5b2AA,a00RB00002Am2BKYAZ
a0FRB00000WjhrJ2AR,MFIW-000361,54153866,2026-03-20,60500,反映済み,,001RB00001VTrmnYAD,a04RB00000kUAO0YAO,a0BRB00000ynb5v2AA,a00RB00002Am2BLYAZ
a0FRB00000WjhrK2AR,MFIW-000362,54153867,2026-03-20,12100,反映済み,,001RB00001VTqZWYA1,a04RB00000kUAPjYAO,a0BRB00000ynn5b2AA,a00RB00002B0dy7YAB
a0FRB00000WjhzF2AR,MFIW-000363,54153869,2026-03-20,12100,反映済み,,001RB00001VTqnbYAD,a04RB00000kUAQ2YAO,a0BRB00000ynn5u2AA,a00RB00002AyE6HYAV
a0FRB00000WjhzG2AR,MFIW-000364,54153871,2026-03-20,12100,反映済み,,001RB00001VTqnHYAT,a04RB00000kUAQ3YAO,a0BRB00000ynn5v2AA,a00RB00002AyE6IYAV
a0FRB00000WjhzH2AR,MFIW-000365,54153872,2026-03-20,8800,反映済み,,001RB00001br9KQYAY,a04RB00000n5JdnYAE,a0BRB000012ECi62AG,a00RB00002B4i47YAB
a0FRB00000WjhzI2AR,MFIW-000366,54153874,2026-03-20,60500,反映済み,,001RB00001VTqmBYAT,a04RB00000kUAORYA4,a0BRB00000ynb6M2AQ,a00RB00002Am2BMYAZ
a0FRB00000WjhzJ2AR,MFIW-000367,54153877,2026-03-20,8800,反映済み,,001RB00001br9KOYAY,a04RB00000n5JdoYAE,a0BRB000012ECi72AG,a00RB00002B4i48YAB
a0FRB00000WjhzL2AR,MFIW-000369,54153880,2026-03-20,60500,反映済み,,001RB00001VTqbqYAD,a04RB00000kUAQ6YAO,a0BRB00000ynn5y2AA,a00RB00002Am2BNYAZ
a0FRB00000WjhzM2AR,MFIW-000370,54246103,2026-03-20,84700,反映済み,,001RB00001VTqlZYAT,a04RB00000n5Je4YAE,a0BRB000012ECi82AG,a00RB00002B4i49YAB
a0FRB00000WjhzN2AR,MFIW-000371,54246260,2026-03-20,17600,反映済み,,001RB00001br9KdYAI,a04RB00000n5JduYAE,a0BRB000012ECi92AG,a00RB00002B4i4AYAR
a0FRB00000WjhzO2AR,MFIW-000372,54246390,2026-03-20,17600,反映済み,,001RB00001VTqf7YAD,a04RB00000kUAOjYAO,a0BRB00000ynb6e2AA,a00RB00002Am2BOYAZ
a0FRB00000Ypg4s2AB,MFIW-000375,63077917,2026-07-20,145200,反映済み,,001RB00001br9KbYAI,a04RB00000n5Je7YAE,a0BRB000012ECiA2AW,a00RB00002B4i4BYAR
a0FRB00000Ypg4t2AB,MFIW-000376,63077925,2026-07-20,12100,反映済み,,001RB00001VTrGkYAL,a04RB00000kUAQAYA4,a0BRB00000ynn622AA,a00RB00002AyE6JYAV
a0FRB00000Ypg4u2AB,MFIW-000377,63077927,2026-07-20,52800,要確認,請求金額と明細合計が一致していません。請求金額=52800、明細合計=105600,001RB00001br9KWYAY,a04RB00000n5Je8YAE,a0BRB000012ECiB2AW,a00RB00002B4i4CYAR
a0FRB00000Ypg4w2AB,MFIW-000379,63077933,2026-07-20,17600,反映済み,,001RB00001VTqy1YAD,a04RB00000kUAOgYAO,a0BRB00000ynb6b2AA,a00RB00002Am2BPYAZ
a0FRB00000Ypg4x2AB,MFIW-000380,63077936,2026-07-20,60500,反映済み,,001RB00001VTqatYAD,a04RB00000kUAQ9YAO,a0BRB00000ynn612AA,a00RB00002Am2BQYAZ
a0FRB00000Ypg4y2AB,MFIW-000381,63077938,2026-07-20,26400,反映済み,,001RB00001br9KaYAI,a04RB00000n5Je9YAE,a0BRB000012ECiC2AW,a00RB00002B4i4DYAR
a0FRB00000Ypg4z2AB,MFIW-000382,63077941,2026-07-20,8800,反映済み,,001RB00001VTr0hYAD,a04RB00000kUAOhYAO,a0BRB00000ynb6c2AA,a00RB00002Am2BRYAZ
a0FRB00000Ypg502AB,MFIW-000383,63077943,2026-07-20,60500,反映済み,,001RB00001VTrkYYAT,a04RB00000kUAQCYA4,a0BRB00000ynn642AA,a00RB00002Am2BSYAZ
a0FRB00000Ypg512AB,MFIW-000384,63077945,2026-07-20,12100,反映済み,,001RB00001VTtIiYAL,a04RB00000kUAQBYA4,a0BRB00000ynn632AA,a00RB00002AyE6KYAV
a0FRB00000YptEz2AJ,MFIW-000385,63077948,2026-07-20,17600,反映済み,,001RB00001VTrkRYAT,a04RB00000kUAOtYAO,a0BRB00000ynb6o2AA,a00RB00002Am2BTYAZ
a0FRB00000YptF02AJ,MFIW-000386,63077950,2026-07-20,82500,反映済み,,001RB00001br9KeYAI,a04RB00000n5JdzYAE,a0BRB000012ECiD2AW,a00RB00002B4i4EYAR
a0FRB00000YptF12AJ,MFIW-000387,63077953,2026-07-20,17600,反映済み,,001RB00001VTrlBYAT,a04RB00000kUAOyYAO,a0BRB00000ynb6t2AA,a00RB00002Am2BUYAZ
a0FRB00000YptF22AJ,MFIW-000388,63077956,2026-07-20,44000,反映済み,,001RB00001VTqgHYAT,a04RB00000miHmIYAU,a0BRB000011R30j2AC,a00RB00002B5oLJYAZ
a0FRB00000YptF32AJ,MFIW-000389,63077959,2026-07-20,8800,反映済み,,001RB00001VTqeXYAT,a04RB00000kUAP3YAO,a0BRB00000ynb6y2AA,a00RB00002Am2BVYAZ
a0FRB00000YptF42AJ,MFIW-000390,63077961,2026-07-20,82500,反映済み,,001RB00001VTrkbYAD,a04RB00000kUAP5YAO,a0BRB00000ynb702AA,a00RB00002Am2BWYAZ
a0FRB00000YptF52AJ,MFIW-000391,63077963,2026-07-20,82500,反映済み,,001RB00001VTrlqYAD,a04RB00000kUAP6YAO,a0BRB00000ynb712AA,a00RB00002Am2BXYAZ
a0FRB00000YptF62AJ,MFIW-000392,63077966,2026-07-20,8800,反映済み,,001RB00001VTrqdYAD,a04RB00000kUAP7YAO,a0BRB00000ynb722AA,a00RB00002Am2BYYAZ
a0FRB00000YptF72AJ,MFIW-000393,63077968,2026-07-20,17600,反映済み,,001RB00001VTqnvYAD,a04RB00000kUAP4YAO,a0BRB00000ynb6z2AA,a00RB00002Am2BZYAZ
a0FRB00000YptF82AJ,MFIW-000394,63077971,2026-07-20,8800,反映済み,,001RB00001VTrqeYAD,a04RB00000kUAPAYA4,a0BRB00000ynb752AA,a00RB00002Am2BaYAJ
a0FRB00000Yq7Ej2AJ,MFIW-000395,63077973,2026-07-20,44000,反映済み,,001RB00001VTrUSYA1,a04RB00000kUAP1YAO,a0BRB00000ynb6w2AA,a00RB00002Am2BbYAJ
a0FRB00000Yq7Ek2AJ,MFIW-000396,63077976,2026-07-20,8800,反映済み,,001RB00001VTqU8YAL,a04RB00000kUAPEYA4,a0BRB00000ynn552AA,a00RB00002Am2BcYAJ
a0FRB00000Yq7El2AJ,MFIW-000397,63077979,2026-07-20,8800,反映済み,,001RB00001VTrYEYA1,a04RB00000kUAPBYA4,a0BRB00000ynb762AA,a00RB00002Am2BdYAJ
a0FRB00000Yq7En2AJ,MFIW-000399,63077983,2026-07-20,8800,反映済み,,001RB00001VTro2YAD,a04RB00000kUAPHYA4,a0BRB00000ynn582AA,a00RB00002Am2BeYAJ
a0FRB00000Yq7Eo2AJ,MFIW-000400,63077986,2026-07-20,8800,反映済み,,001RB00001VTqkQYAT,a04RB00000kUAPFYA4,a0BRB00000ynn562AA,a00RB00002Am2BfYAJ
a0FRB00000Yq7Ep2AJ,MFIW-000401,63077988,2026-07-20,33000,反映済み,,001RB00001br9KYYAY,a04RB00000n5JdwYAE,a0BRB000012ECiE2AW,a00RB00002B4i4FYAR
a0FRB00000Yq7Eq2AJ,MFIW-000402,63077990,2026-07-20,82500,反映済み,,001RB00001VTqsxYAD,a04RB00000kUAOnYAO,a0BRB00000ynb6i2AA,a00RB00002Am2BgYAJ
a0FRB00000Yq7Er2AJ,MFIW-000403,63077993,2026-07-20,8800,反映済み,,001RB00001br9KIYAY,a04RB00000n5JdxYAE,a0BRB000012ECiF2AW,a00RB00002B4i4GYAR
a0FRB00000Yq7Es2AJ,MFIW-000404,63077995,2026-07-20,52800,反映済み,,001RB00001VTqf7YAD,a04RB00000kUAOjYAO,a0BRB00000ynb6e2AA,a00RB00002B4i4HYAR
a0FRB00000YqK3u2AF,MFIW-000406,63110969,2026-07-20,35200,反映済み,,001RB00001VTrRuYAL,a04RB00000nCmpRYAS,a0BRB000012acmf2AA,a00RB000029OI8sYAG
a0FRB00000YqK3v2AF,MFIW-000407,63120578,2026-07-20,8800,反映済み,,001RB00001b3qNeYAI,a04RB00000nCmpSYAS,a0BRB000012acmg2AA,a00RB000029dRq9YAE
a0FRB00000YqK3w2AF,MFIW-000408,63124834,2026-07-20,70400,反映済み,,001RB00001VTqlYYAT,a04RB00000kUANdYAO,a0BRB00000ynb5Y2AQ,a00RB00002Am2BhYAJ
a0FRB00000YqK3x2AF,MFIW-000409,63125492,2026-07-20,605000,反映済み,,001RB00001VTqlHYAT,a04RB00000kUANiYAO,a0BRB00000ynb5d2AA,a00RB00002Am2BiYAJ
a0FRB00000YqK3y2AF,MFIW-000410,63125575,2026-07-20,14080,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLKYAZ
a0FRB00000YqK3z2AF,MFIW-000411,63125666,2026-07-20,52800,反映済み,,001RB00001VcyFPYAZ,a04RB00000n5Je3YAE,a0BRB000012ECiG2AW,a00RB00002B4i4IYAR
a0FRB00000YqK402AF,MFIW-000412,63125722,2026-07-20,17600,反映済み,,001RB00001br9KdYAI,a04RB00000n5JduYAE,a0BRB000012ECiH2AW,a00RB00002B4i4JYAR
a0FRB00000YqK412AF,MFIW-000413,63126510,2026-07-20,2244000,反映済み,,001RB00001VTCYEYA5,a04RB00000lZ54zYAC,a0BRB0000100Bsb2AE,a00RB00002DHAs5YAH
a0FRB00000YqK422AF,MFIW-000414,63127138,2026-07-20,1584000,反映可能,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLLYAZ
a0FRB00000YqLuQ2AV,MFIW-000425,63150549,2026-07-20,12100,反映済み,,001RB00001VTqZpYAL,a04RB00000kUAPVYA4,a0BRB00000ynn5N2AQ,a00RB00002AyetiYAB
a0FRB00000YqLuR2AV,MFIW-000426,63150551,2026-07-20,8800,反映済み,,001RB00001br9KSYAY,a04RB00000n5JdtYAE,a0BRB000012ECiI2AW,a00RB00002B4i4KYAR
a0FRB00000YqLuS2AV,MFIW-000427,63150553,2026-07-20,12100,反映済み,,001RB00001br9KgYAI,a04RB00000n5JdiYAE,a0BRB000012ECiJ2AW,a00RB00002B4i4LYAR
a0FRB00000YqLuT2AV,MFIW-000428,63150554,2026-07-20,48400,反映済み,,001RB00001br9KfYAI,a04RB00000n5JdjYAE,a0BRB000012ECiK2AW,a00RB00002B4i4MYAR
a0FRB00000YqLuU2AV,MFIW-000429,63150555,2026-07-20,8800,反映済み,,001RB00001br9KNYAY,a04RB00000n5JdkYAE,a0BRB000012ECiL2AW,a00RB00002B4i4NYAR
a0FRB00000YqLuV2AV,MFIW-000430,63150558,2026-07-20,8800,反映済み,,001RB00001VTqbbYAD,a04RB00000kUAOFYA4,a0BRB00000ynb6A2AQ,a00RB00002Am2BjYAJ
a0FRB00000YqLuW2AV,MFIW-000431,63150560,2026-07-20,181500,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB000012aLDx2AM,
a0FRB00000YqLuX2AV,MFIW-000432,63150563,2026-07-20,8800,反映済み,,001RB00001VTqU3YAL,a04RB00000kUAO7YAO,a0BRB00000ynb622AA,a00RB00002Am2BkYAJ
a0FRB00000YqLuY2AV,MFIW-000433,63150566,2026-07-20,17600,反映済み,,001RB00001VTCYFYA5,a04RB00000kUAO2YAO,a0BRB00000ynb5x2AA,a00RB00002Am2BlYAJ
a0FRB00000YqLuZ2AV,MFIW-000434,63150567,2026-07-20,60500,反映済み,,001RB00001VTCYGYA5,a04RB00000kUAO1YAO,a0BRB00000ynb5w2AA,a00RB00002Am2BmYAJ
a0FRB00000YqSO22AN,MFIW-000415,63128994,2026-07-20,82500,要確認,同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。,001RB00001VTrrHYAT,a04RB00000n5JeAYAU,a0BRB000012ECiM2AW,
a0FRB00000YqSO32AN,MFIW-000416,63150536,2026-07-20,12100,反映済み,,001RB00001VTtIfYAL,a04RB00000kUAQ0YAO,a0BRB00000ynn5s2AA,a00RB00002AyE6LYAV
a0FRB00000YqSO42AN,MFIW-000417,63150540,2026-07-20,12100,反映済み,,001RB00001VTtIdYAL,a04RB00000kUAPxYAO,a0BRB00000ynn5p2AA,a00RB00002AyetjYAB
a0FRB00000YqSO52AN,MFIW-000418,63150541,2026-07-20,12100,反映済み,,001RB00001VTqaKYAT,a04RB00000kUAPnYAO,a0BRB00000ynn5f2AA,a00RB00002AvrgmYAB
a0FRB00000YqSO62AN,MFIW-000419,63150542,2026-07-20,12100,反映済み,,001RB00001VTtIXYA1,a04RB00000kUAPlYAO,a0BRB00000ynn5d2AA,a00RB00002AyetkYAB
a0FRB00000YqSO72AN,MFIW-000420,63150543,2026-07-20,60500,反映済み,,001RB00001VTtIWYA1,a04RB00000kUAPiYAO,a0BRB0000124jub2AA,a00RB00002Am2BnYAJ
a0FRB00000YqSO82AN,MFIW-000421,63150544,2026-07-20,12100,反映済み,,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,a00RB00002BZaquYAD
a0FRB00000YqSO92AN,MFIW-000422,63150545,2026-07-20,175450,反映済み,,001RB00001VTtIUYA1,a04RB00000kUAPdYAO,a0BRB00000ynn5V2AQ,a00RB00002B5oLMYAZ
a0FRB00000YqSOA2A3,MFIW-000423,63150546,2026-07-20,36300,反映済み,,001RB00001VTqaGYAT,a04RB00000kUAPbYAO,a0BRB00000ynn5T2AQ,a00RB00002AyE6MYAV
a0FRB00000YqSOB2A3,MFIW-000424,63150547,2026-07-20,12100,反映済み,,001RB00001VTqZVYA1,a04RB00000kUAPXYA4,a0BRB00000ynn5P2AQ,a00RB00002AyetlYAB
a0FRB00000Yr46j2AB,MFIW-000435,63150568,2026-07-20,8800,反映済み,,001RB00001br9KLYAY,a04RB00000n5JdlYAE,a0BRB000012ECiN2AW,a00RB00002B4i4OYAR
a0FRB00000Yr46k2AB,MFIW-000436,63150569,2026-07-20,8800,反映済み,,001RB00001VTqUoYAL,a04RB00000kUANwYAO,a0BRB00000ynb5r2AA,a00RB00002Am2BoYAJ
a0FRB00000Yr46l2AB,MFIW-000437,63150570,2026-07-20,48400,反映済み,,001RB00001br9KMYAY,a04RB00000n5JdmYAE,a0BRB000012ECiO2AW,a00RB00002B4i4PYAR
a0FRB00000Yr46m2AB,MFIW-000438,63150571,2026-07-20,8800,反映済み,,001RB00001VTqlOYAT,a04RB00000kUANmYAO,a0BRB00000ynb5h2AA,a00RB00002Am2BpYAJ
