"Id","Name","FreeeInvoiceId__c","FreeeInvoiceNumber__c","PartnerName__c","BillingDate__c","InvoiceAmount__c","ImportStatus__c","ResolvedAccount__c","ResolvedContract__c","ResolvedContractPeriod__c","CreatedInvoice__c","ValidationMessage__c"
"a0FRB00000YqK402AF","MFIW-000412","63125722","INV-0000001418","三菱地所株式会社(DX推進部)","2026-07-20","17600","要確認","001RB00001br9KdYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqK412AF","MFIW-000413","63126510","INV-0000001419","野村不動産株式会社","2026-07-20","2244000","要確認","001RB00001VTCYEYA5",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK422AF","MFIW-000414","63127138","INV-0000001420","株式会社大塚商会","2026-07-20","1584000","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO22AN","MFIW-000415","63128994","INV-0000001421","株式会社ワンズ・レーニア","2026-07-20","82500","要確認","001RB00001VTrrHYAT",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqSO32AN","MFIW-000416","63150536","INV-0000001422","株式会社TAKUTO","2026-07-20","12100","要確認","001RB00001VTtIfYAL","a04RB00000kUAQ0YAO","a0BRB00000ynn5s2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO42AN","MFIW-000417","63150540","INV-0000001423","ONETEAM不動産","2026-07-20","12100","要確認","001RB00001VTtIdYAL","a04RB00000kUAPxYAO","a0BRB00000ynn5p2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO52AN","MFIW-000418","63150541","INV-0000001424","株式会社香川不動産買取センター","2026-07-20","12100","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO62AN","MFIW-000419","63150542","INV-0000001425","株式会社博進コスモプラザ","2026-07-20","12100","要確認","001RB00001VTtIXYA1","a04RB00000kUAPlYAO","a0BRB00000ynn5d2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO82AN","MFIW-000421","63150544","INV-0000001427","株式会社ヨコハマ地所","2026-07-20","12100","要確認","001RB00001br9KKYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO92AN","MFIW-000422","63150545","INV-0000001428","リアルティホールディングス株式会社","2026-07-20","175450","要確認","001RB00001VTtIUYA1","a04RB00000kUAPdYAO","a0BRB00000ynn5V2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSOA2A3","MFIW-000423","63150546","INV-0000001429","株式会社穂積住宅","2026-07-20","36300","要確認","001RB00001VTqaGYAT","a04RB00000kUAPbYAO","a0BRB00000ynn5T2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSOB2A3","MFIW-000424","63150547","INV-0000001430","株式会社イーグランド","2026-07-20","12100","要確認","001RB00001VTqZVYA1","a04RB00000kUAPXYA4","a0BRB00000ynn5P2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqLuQ2AV","MFIW-000425","63150549","INV-0000001431","株式会社ハウスプラザ","2026-07-20","12100","要確認","001RB00001VTqZpYAL","a04RB00000kUAPVYA4","a0BRB00000ynn5N2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqLuR2AV","MFIW-000426","63150551","INV-0000001432","株式会社JR東日本建築設計","2026-07-20","8800","要確認","001RB00001br9KSYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqLuS2AV","MFIW-000427","63150553","INV-0000001433","アイリスオーヤマ株式会社(空間デザイン部)","2026-07-20","12100","要確認","001RB00001br9KgYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqLuT2AV","MFIW-000428","63150554","INV-0000001434","アイリスオーヤマ株式会社(ストアソリューション営業部ストアデザインチーム)","2026-07-20","48400","要確認","001RB00001br9KfYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqLuU2AV","MFIW-000429","63150555","INV-0000001435","九州旅客鉄道株式会社(博多設備区)","2026-07-20","8800","要確認","001RB00001br9KNYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YqLuW2AV","MFIW-000431","63150560","INV-0000001437","株式会社デザインアーク","2026-07-20","181500","要確認","001RB00001VTruAYAT",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Yr46j2AB","MFIW-000435","63150568","INV-0000001441","九州旅客鉄道株式会社(建設工事部施設課)","2026-07-20","8800","要確認","001RB00001br9KLYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Yr46l2AB","MFIW-000437","63150570","INV-0000001443","東急リゾーツ＆ステイ株式会社","2026-07-20","48400","要確認","001RB00001br9KMYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Yr46o2AB","MFIW-000440","63150573","INV-0000001446","株式会社エージェント","2026-07-20","12100","要確認","001RB00001VTqZWYA1","a04RB00000kUAPjYAO","a0BRB00000ynn5b2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Yr46p2AB","MFIW-000441","63150574","INV-0000001447","ホームトレードセンター株式会社","2026-07-20","12100","要確認","001RB00001VTqnbYAD","a04RB00000kUAQ2YAO","a0BRB00000ynn5u2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Yr46q2AB","MFIW-000442","63150577","INV-0000001448","株式会社アズスタット","2026-07-20","12100","要確認","001RB00001VTqnHYAT","a04RB00000kUAQ3YAO","a0BRB00000ynn5v2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Yr46r2AB","MFIW-000443","63150578","INV-0000001449","九州旅客鉄道株式会社(開発工事部)","2026-07-20","8800","要確認","001RB00001br9KQYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YrJ2X2AV","MFIW-000445","63150580","INV-0000001451","株式会社ＬＩＸＩＬ住宅研究所","2026-07-20","8800","要確認","001RB00001br9KOYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YswQ42AJ","MFIW-000447","63150583","INV-0000001453","プラス株式会社","2026-07-31","6600000","要確認","001RB00001VTCZLYA5",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
